#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
EVTDSC_RIP_21304;Наступил первый день испытания. Вы оделись, как грязн[Root.GetAyaYy] простолюдин[Root.GetEndKa], оставив стражу далеко позади. Какое странное чувство, гулять по людной рыночной площади, будучи обычным человеком. Никто не смотрит в Вашу сторону, и Ваша уверенность растёт. Но Вы решили дождаться нужного момента, спешка ни к чему.\nТерпение вознаградило Вас, когда Вам удалось запустить руку в карман торговца пряностями. Прежде чем он об этом узнал, Вы уже были на полпути к своему [Root.GetCapitalBuildingDAT] с мешочком украденной соли. Когда Вы вернулись, [From.GetFirstName] уже ждала Вас, с довольной улыбкой она заявила: "Очень хорошо. А теперь отдохните, следующее испытание не будет таким лёгким".;x
EVTOPTA_RIP_21304;Вы правы, я прилягу ненадолго.;x
EVTNAME_RIP_21310;Испытание разума;x
EVTDSC_RIP_21310;Вы чуть не вскрикнули от неожиданности, когда [From.GetFirstName] подошла к Вам сзади из тёмного угла. "Уже собираетесь в постель, [Root.GetLordLady]? Ночь только началась.", — бесцеремонно заявила она. Видимо, пришло время второго этапа, надо обрести серу. "На этот раз испытанию подвергнется Ваш разум. Отправляйтесь в лабораторию и добудьте второе Начало. У Вас есть время до рассвета.", — сказала она, вручив Вам какую-то старую книгу.\nЧасами Вы изучали эту книгу, пытаясь понять её архаичный язык. В тексте упоминается два метода - первый очень сложный, а второй простой, но грозит взрывом...;x
EVTOPTA_RIP_21310;Лучше быть в безопасности, чем сожалеть...;x
EVTOPTA_RIP_21310_TOOLTIP;Выбрать сложный, но безопасный метод.;x
EVTOPTB_RIP_21310;Умереть сегодня или завтра, разница невелика!;x
EVTOPTB_RIP_21310_TOOLTIP;Выбрать простой, но опасный метод.;x
EVTOPTC_RIP_21310;Я устал[Root.GetEndA], пойду спать.;x
EVTOPTC_RIP_21310_TOOLTIP;Отказаться от испытания. §Y[From.GetFirstName]§! покинет Ваш двор. ;x
EVTNAME_RIP_21312;Tухлый запах;x
EVTDSC_RIP_21312;Вы и дальше часами копались в тексте, но Ваш разум был затуманен, Вам хотелось спать. Зная, что рассвет уже скоро, Вы решили что-то предпринять, ведь это лучше чем потерять возможность.\nСобрав то, что, как Вы думали, нужно для получения серы, Вы приступили к работе. Результат каждого шага несколько отличался от того, что было написано в тексте, но выбора не было, кроме как продолжать. В итоге с первыми лучами солнца, Вы поняли, что не добились ничего, кроме мерзкого запаха. Когда [From.GetFirstName] вошла в лабораторию, то лишь разочарованно взглянула на Вас и ушла.;x
EVTOPTA_RIP_21312;Я даже смотреть больше не могу на эту книгу...;x
EVTOPTA_RIP_21312_TOOLTIP;Вы провалили испытание, §Y[From.GetFirstName]§! покинула Ваш двор. ;x
EVTNAME_RIP_21316;Oгонь и сера;x
EVTDSC_RIP_21316;Вы не можете смириться с тем, что ничего не делая, лишь приближаете себя к неминуемой кончине. Жизнь коротка и только бессмертие может принести Вам покой. Вы уверены, что поняли все детали выбранного метода - всё, что нужно, это точность и скорость.\nРезультат каждого шага совпал с описанием из текста. Действуя очень быстро, Вы уверились, что практически достигли успеха! Но вдруг, Ваша рука дрогнула на мгновение, и капля из флакона попала куда не следует - пламя охватило Вас с ног до головы.;x
EVTOPTA_RIP_21316;Ааааа!!!;x
EVTOPTA_RIP_21316_TOOLTIP;Вы погибли ужасной смертью, тем самым провалив испытание. §Y[From.GetFirstName]§! покинула Ваш двор. ;x
EVTNAME_RIP_21314;Oстрый ум и ловкие руки;x
EVTDSC_RIP_21314;Ваш ум спокоен и сосредоточен. Похоже, Вам удалось разобраться в тексте и понять все детали. Вы приготовили все инструменты и разложили ингредиенты.\nШаг за шагом Вы приближались к заведомой цели, сверяя всё с написанной Вами инструкцией на основании исходного текста. Зная из прошлого испытания, как важны осторожность и хладнокровие, Вы смогли успешно завершить процесс, и когда [From.GetFirstName] вошла на рассвете в лабораторию, Вы протянули ей пузырёк с жёлтым порошком. "Хорошо, очень хорошо!" — довольно сказала она.;x
EVTOPTA_RIP_21314;Это было очень... познавательно.;x
EVTNAME_RIP_21320;Испытание духа;x
EVTDSC_RIP_21320; "Третье и самое неуловимое из Трёх Начал - металл, известный как ртуть", — сказал[From.GetEndA] [From.GetFirstName] сегодня утром, а на закате Вы уже были с ней в какой-то заброшенной шахте вдали от цивилизации. "Вам предстоит последнее, самое опасное испытание - провести ночь здесь и, если Вам удастся покинуть это жуткое место с куском ртутной руды, считайте, что Вы прошли его. В противном случае, призраки доведут Вас до безумия или того хуже..." — хладнокровно заявила она.\nВы блуждали по тоннелям почти час, пока не замерли от ужаса. Это и есть... те самые призраки?!;x
EVTOPTA_RIP_21320;Призрак знает это место. Может последовать за ним?;x
EVTOPTA_RIP_21320_TOOLTIP;Принять риск и попросить помощи у призрака. ;x
EVTOPTB_RIP_21320;Пожалуй, выберу другой путь...;x
EVTOPTB_RIP_21320_TOOLTIP;Держаться подальше от призрака и попытаться искать самостоятельно. ;x
EVTOPTC_RIP_21320;С меня хватит, пора валить отсюда пока жив[Root.GetEndA]!;x
EVTOPTC_RIP_21320_TOOLTIP;Отказаться от испытания. §Y[From.GetFirstName]§! покинет Ваш двор. ;x
EVTNAME_RIP_21322;Kонец пути;x
EVTDSC_RIP_21322;Поначалу Вы осторожно позвали призрака. Ничего не произошло и тогда Вы уверенно и твёрдо крикнули ещё раз - спустя мгновение тишины, сильный гул в ушах, похожий на рёв, пришёл к Вам в качестве ответа. Вы хотели бежать, но буквально потеряли почву под ногами. Рёв усилился, поглощая всё вокруг, а потом резко пропал, и Вы очнулись лежащ[Root.GetEyIm] на земле. Встав на ноги, Вы обнаружили камешек тёмно-малинового цвета в нескольких шагах от себя.\nДовольн[Root.GetAyaYy] собой, Вы вышли из шахты, демонстрируя свою находку. [From.GetFirstName] поздравила Вас с успехом и сказала, что пора заняться Философским камнем.;x
EVTOPTA_RIP_21322;Я одолел[Root.GetEndA] Смерть, величайшего противника из всех!;x
EVTOPTA_RIP_21322_TOOLTIP;Вы успешно прошли испытание и обрели бессмертие.\n;x
EVTNAME_RIP_21324;Cчастливый случай;x
EVTDSC_RIP_21324;Удалившись подальше от того, что выглядело, как самый настоящий призрак, Вы продолжили поиски в другом тоннеле. Сколько же часов прошло, а может дней? Шум в ушах всё нарастал, пока Вы блуждали среди камней, наблюдая одно и то же снова и снова. Казалось, Вы видели что-то красноватое за левым поворотом и никак не могли найти туда дорогу, но вдруг осознали, что на самом деле спите и лежите на земле. Встав на ноги, Вы тут же кинулись к тому месту - он действительно был там! Кусочек руды тёмно-малинового цвета.\nДовольн[Root.GetAyaYy] собой, Вы вышли из шахты. [From.GetFirstName] встретила Вас с широкой улыбкой и сказала, что этой ночью Философский камень будет Вашим.;x
